"player","class","pos","team","x3_p_s","slasher","ball_dominant","playmaker","perim_defender","rim_protector","oreb","dreb","Dim.1","Dim.2","Dim.3","Dim.4"
"Kenyon Martin Jr.","NBA","F","HOU",0.255681818181818,0.727272727272727,0.4375,0.465909090909091,0.0511363636363636,0.215909090909091,0.704545454545455,0.517045454545455,0.0562434939414657,-1.83603392205778,-0.529983992184316,-0.795164314665226
"Nicolas Batum","NBA","F-G","LAC",0.954545454545455,0.0454545454545455,0.113636363636364,0.8125,0.897727272727273,0.852272727272727,0.204545454545455,0.5,-0.496263595894061,3.35963765439812,-0.0137249087015955,0.676621419289095
"Justin Holiday","NBA","F","ATLDALINDSAC",0.971590909090909,0.0397727272727273,0.3125,0.528409090909091,0.380681818181818,0.363636363636364,0.0170454545454545,0.0397727272727273,-2.8987378812275,1.5479402619476,-0.0330181683280037,-0.381929109824305
"Jarred Vanderbilt","NBA","F","LALMINUTA",0.0681818181818182,0.931818181818182,0.119318181818182,0.789772727272727,0.943181818181818,0.795454545454545,0.920454545454545,0.954545454545455,3.64240156279905,0.541812285776831,-0.628076180989476,-0.261699402091774
"Marcus Morris","NBA","F","LAC",0.767045454545455,0.340909090909091,0.801136363636364,0.261363636363636,0.267045454545455,0.210227272727273,0.0681818181818182,0.369318181818182,-2.24563285084905,-0.63289164036737,0.892156299501398,0.36118354558405
"Kevin Durant","NBA","F-G","BRKPHO",0.403409090909091,0.857954545454545,0.982954545454545,0.954545454545455,0.755681818181818,0.886363636363636,0,0.818181818181818,1.57275397652572,0.637205737337299,3.07113301953408,0.116427386502459
"Paul George","NBA","F","LAC",0.732954545454545,0.5,0.971590909090909,0.931818181818182,0.840909090909091,0.579545454545455,0.107954545454545,0.704545454545455,0.153984806425023,1.11628866023471,2.71525662448238,0.622735745140473
"Jae'Sean Tate","NBA","F","HOU",0.215909090909091,0.744318181818182,0.625,0.886363636363636,0.545454545454545,0.414772727272727,0.772727272727273,0.357954545454545,1.13812589160626,-0.442117228019664,0.534151131808934,-1.28942669970831
"Jeff Green","NBA","F","BRKDEN",0.369318181818182,0.721590909090909,0.4375,0.431818181818182,0.0965909090909091,0.164772727272727,0.147727272727273,0.136363636363636,-1.36320485113305,-1.11266683243135,0.137281294222386,-1.76219644452685
"Patrick Williams","NBA","F","CHI",0.517045454545455,0.539772727272727,0.346590909090909,0.238636363636364,0.670454545454545,0.704545454545455,0.346590909090909,0.267045454545455,-0.0983068347476808,0.614836549111311,-0.65111697173173,-0.235847814046008
"Chris Boucher","NBA","F","TOR",0.397727272727273,0.659090909090909,0.664772727272727,0.0113636363636364,0.443181818181818,0.909090909090909,0.903409090909091,0.903409090909091,1.6223147379305,-1.27226157607013,-0.88246691491832,1.84981434856658
"Gordon Hayward","NBA","F-G","CHO",0.426136363636364,0.693181818181818,0.863636363636364,0.909090909090909,0.380681818181818,0.272727272727273,0.113636363636364,0.335227272727273,-0.53957283355483,-0.372690541297622,2.18106395424684,-1.28198776549988
"Cedi Osman","NBA","F","CLE",0.829545454545455,0.232954545454545,0.789772727272727,0.835227272727273,0.539772727272727,0.329545454545455,0.0738636363636364,0.0852272727272727,-1.99484779618124,1.10318612339021,1.67751582810463,-0.629859845485384
"Georges Niang","NBA","F","PHIUTA",0.988636363636364,0.0340909090909091,0.522727272727273,0.392045454545455,0.215909090909091,0.125,0.0511363636363636,0.176136363636364,-3.37593586909515,0.419351986014149,0.253604910497313,0.115063310202754
"De'Andre Hunter","NBA","F","ATL",0.414772727272727,0.636363636363636,0.755681818181818,0.0511363636363636,0.0511363636363636,0.0625,0.0738636363636364,0.159090909090909,-2.12315364094311,-2.0601702284321,0.3628487689944,-0.908817314245547
"Cameron Johnson","NBA","F","BRKPHO",0.920454545454545,0.164772727272727,0.647727272727273,0.357954545454545,0.710227272727273,0.465909090909091,0.147727272727273,0.3125,-1.74210784489781,1.15044083263732,0.54523117009009,0.741150723370089
"Herbert Jones","NBA","F","NOP",0.244318181818182,0.761363636363636,0.255681818181818,0.772727272727273,0.982954545454545,0.880681818181818,0.556818181818182,0.0454545454545455,1.61686677896305,1.60438461738244,-0.308241247728642,-1.82608747450942
"Caleb Martin","NBA","F","CHOMIA",0.460227272727273,0.448863636363636,0.386363636363636,0.534090909090909,0.778409090909091,0.659090909090909,0.556818181818182,0.380681818181818,0.513195060418463,0.91893716128204,-0.344023356170195,-0.182732796783043
"Darius Bazley","NBA","F","OKCPHO",0.392045454545455,0.551136363636364,0.732954545454545,0.255681818181818,0.403409090909091,0.613636363636364,0.329545454545455,0.829545454545455,0.330591971113133,-0.84855593763305,0.580685774679691,1.03081032781924
"Rui Hachimura","NBA","F","LALWAS",0.301136363636364,0.698863636363636,0.732954545454545,0.0625,0.0511363636363636,0.0511363636363636,0.232954545454545,0.522727272727273,-1.18714642709254,-2.5129679002386,0.291113713506261,-0.286437577293056
"Jaren Jackson Jr.","NBA","F","MEM",0.431818181818182,0.75,0.926136363636364,0,0.857954545454545,1,0.715909090909091,0.670454545454545,1.73912630325577,-0.605135944335332,0.0411222359161491,1.57476080743382
"Doug McDermott","NBA","F","INDSAS",0.835227272727273,0.238636363636364,0.704545454545455,0.267045454545455,0,0.00568181818181818,0.125,0.0454545454545455,-3.4472105860535,-0.942391049387777,0.317195840903604,-0.427249084115632
"Terrence Ross","NBA","F-G","ORLPHO",0.676136363636364,0.323863636363636,0.829545454545455,0.659090909090909,0.238636363636364,0.153409090909091,0.0170454545454545,0.0852272727272727,-2.42284495469416,-0.167561387947355,1.54021235006015,-0.933466001924031
"Joe Ingles","NBA","F-G","MILUTA",0.982954545454545,0.0284090909090909,0.272727272727273,0.982954545454545,0.75,0.517045454545455,0,0.125,-1.88339999448279,3.06506175128853,0.78662784835758,-0.57182848034029
"Michael Porter Jr.","NBA","F","DEN",0.846590909090909,0.25,0.875,0.0170454545454545,0.0795454545454545,0.198863636363636,0.528409090909091,0.784090909090909,-1.79818424232731,-1.77993019113368,0.0554873896915506,2.08040884745248
"Jae Crowder","NBA","F","MILPHO",0.948863636363636,0.0909090909090909,0.318181818181818,0.653409090909091,0.914772727272727,0.767045454545455,0.0852272727272727,0.636363636363636,-0.630764235164815,2.77017042607329,0.517161828398142,1.17949348524459
"Daniel Gafford","NBA","F","CHIWAS",0.00568181818181818,0.988636363636364,0.426136363636364,0.306818181818182,0.727272727272727,0.988636363636364,0.954545454545455,0.727272727272727,3.23658711482548,-0.717489220785645,-0.964450776366491,0.0627523825058411
"Naz Reid","NBA","F","MIN",0.380681818181818,0.642045454545455,0.886363636363636,0.130681818181818,0.676136363636364,0.943181818181818,0.801136363636364,0.840909090909091,1.78198163072708,-0.837697214993889,0.0311927555799388,1.78053953829833
"Brandon Clarke","NBA","F","MEM",0.0568181818181818,0.909090909090909,0.5625,0.590909090909091,0.857954545454545,0.9375,0.857954545454545,0.738636363636364,3.17691264584881,-0.12947943252605,0.0196100007954117,-0.0336413025342408
"Maxi Kleber","NBA","F","DAL",0.897727272727273,0.0965909090909091,0.0625,0.579545454545455,0.619318181818182,0.829545454545455,0.448863636363636,0.6875,-0.287222424137924,2.18642759128188,-0.879272580937685,1.24904794629912
"Jalen McDaniels","NBA","F","CHOPHI",0.409090909090909,0.528409090909091,0.494318181818182,0.551136363636364,0.653409090909091,0.568181818181818,0.403409090909091,0.522727272727273,0.42002935628817,0.373108876641294,0.283255113067868,-0.132765762873932
"Precious Achiuwa","NBA","F","MIATOR",0.1875,0.852272727272727,0.6875,0.0909090909090909,0.244318181818182,0.426136363636364,0.886363636363636,0.926136363636364,1.35702892085176,-2.61580586302584,-0.564167662994053,0.86803228947772
"Drew Eubanks","NBA","F","PORSAS",0.0625,0.954545454545455,0.346590909090909,0.625,0.602272727272727,0.931818181818182,0.903409090909091,0.920454545454545,3.27572549610217,-0.422083461213473,-0.462222121401006,0.0551057396323819
"Kevin Love","NBA","F","CLEMIA",0.9375,0.204545454545455,0.880681818181818,0.761363636363636,0.409090909090909,0.369318181818182,0.607954545454545,1,-0.505959811940596,-0.00088336124830595,1.36502415101807,2.07414804573606
"Kawhi Leonard","NBA","F","LAC",0.4375,0.818181818181818,0.960227272727273,0.914772727272727,0.886363636363636,0.653409090909091,0.301136363636364,0.659090909090909,1.42089506456586,0.451032009524834,2.42905740735229,-0.108270546780881
"Carmelo Anthony","NBA","F","LALPOR",0.801136363636364,0.369318181818182,0.869318181818182,0.0397727272727273,0.125,0.267045454545455,0.159090909090909,0.215909090909091,-2.58187180567087,-1.2102521506384,0.412833339214936,0.425525027825654
"Onyeka Okongwu","NBA","F","ATL",0.0454545454545455,0.965909090909091,0.295454545454545,0.278409090909091,0.772727272727273,0.977272727272727,0.965909090909091,0.818181818181818,3.31130782013833,-0.493416784856042,-1.28394820430883,0.27689636549307
"Isaiah Hartenstein","NBA","F","CLEDENLACNYK",0.0909090909090909,0.920454545454545,0.329545454545455,0.880681818181818,0.926136363636364,0.982954545454545,0.971590909090909,0.875,3.83119184231543,0.618144294736796,-0.139771480719227,-0.153174370751719
"Chuma Okeke","NBA","F","ORL",0.761363636363636,0.142045454545455,0.329545454545455,0.772727272727273,0.909090909090909,0.784090909090909,0.301136363636364,0.545454545454545,-0.016734475983552,2.53210476984533,0.342913530302423,0.632258670291435
"Trey Murphy III","NBA","F","NOP",0.914772727272727,0.198863636363636,0.460227272727273,0.204545454545455,0.551136363636364,0.420454545454545,0.301136363636364,0.0852272727272727,-2.11152930843144,0.781103799384248,-0.562991065942286,0.211434899303171
"Thaddeus Young","NBA","F","CHISASTOR",0.0795454545454545,0.846590909090909,0.681818181818182,0.960227272727273,0.988636363636364,0.801136363636364,0.914772727272727,0.5625,3.06865951480515,0.390491352170084,0.769049088662414,-0.72039448871402
"Taurean Prince","NBA","F","BRKCLEMIN",0.772727272727273,0.306818181818182,0.590909090909091,0.579545454545455,0.380681818181818,0.392045454545455,0.0568181818181818,0.255681818181818,-1.82880371219408,0.61810743122327,0.867274240194474,-0.273048338007577
"Naji Marshall","NBA","F","NOP",0.289772727272727,0.653409090909091,0.653409090909091,0.857954545454545,0.625,0.409090909090909,0.267045454545455,0.551136363636364,0.570008196657876,0.140247908172478,1.48075643102239,-0.827620085325074
"Rudy Gay","NBA","F","SASUTA",0.704545454545455,0.335227272727273,0.840909090909091,0.267045454545455,0.420454545454545,0.477272727272727,0.448863636363636,0.806818181818182,-0.545514991456922,-0.629693123217279,0.61129768254994,1.73064440482074
"Oshae Brissett","NBA","F","IND",0.602272727272727,0.579545454545455,0.488636363636364,0.107954545454545,0.130681818181818,0.136363636363636,0.778409090909091,0.636363636363636,-0.720584656495707,-1.92348988211844,-1.06285956682459,0.632416314011865
"Trey Lyles","NBA","F","DETSACSAS",0.511363636363636,0.590909090909091,0.670454545454545,0.227272727272727,0.198863636363636,0.289772727272727,0.676136363636364,0.892045454545455,-0.00311696042258,-1.82481030803624,-0.125220247497229,1.16005721585396
"Derrick Jones Jr.","NBA","F","CHIPOR",0.278409090909091,0.704545454545455,0.170454545454545,0.210227272727273,0.676136363636364,0.863636363636364,0.789772727272727,0.136363636363636,1.14838223685878,0.270575527570408,-1.89286978028079,-0.839294224247107
"Dean Wade","NBA","F","CLE",0.869318181818182,0.0852272727272727,0.0625,0.630681818181818,0.789772727272727,0.681818181818182,0.204545454545455,0.5,-0.790554194955777,2.63994125658159,-0.433888194688626,0.533880270742649
"Aleksej Pokusevski","NBA","F","OKC",0.585227272727273,0.267045454545455,0.755681818181818,0.846590909090909,0.477272727272727,0.778409090909091,0.556818181818182,0.75,0.497565916104382,0.643889426968588,1.10165790625553,1.01649096041048
"JaMychal Green","NBA","F","DENGSW",0.5625,0.420454545454545,0.539772727272727,0.284090909090909,0.4375,0.460227272727273,0.857954545454545,0.784090909090909,0.335757429559751,-0.772249651104349,-0.729714186332409,1.28585961845184
"Jaxson Hayes","NBA","F","NOP",0.0738636363636364,0.948863636363636,0.4375,0.113636363636364,0.5625,0.789772727272727,0.857954545454545,0.625,2.20637497723879,-1.29514851864622,-1.18629032850365,-0.0103545874424921
"Xavier Tillman Sr.","NBA","F","MEM",0.0965909090909091,0.863636363636364,0.272727272727273,0.75,0.965909090909091,0.857954545454545,0.875,0.590909090909091,3.03537013887847,0.711585584980682,-0.489011838768468,-0.741785007407545
"Obi Toppin","NBA","F","NYK",0.505681818181818,0.363636363636364,0.693181818181818,0.426136363636364,0.471590909090909,0.539772727272727,0.477272727272727,0.636363636363636,-0.102065131545192,-0.232757474428969,0.383371136973877,0.77242079816345
"Danilo Gallinari","NBA","F","ATL",0.755681818181818,0.443181818181818,0.744318181818182,0.318181818181818,0.170454545454545,0.0909090909090909,0.0568181818181818,0.653409090909091,-1.96186716092015,-1.05698945219682,1.06548471787318,0.620985599921661
"Isaiah Roby","NBA","F","OKCSAS",0.284090909090909,0.784090909090909,0.625,0.715909090909091,0.698863636363636,0.6875,0.755681818181818,0.6875,1.96418126942683,-0.157420396004564,0.480444232815702,-0.0528904460132603
"Juan Toscano-Anderson","NBA","F","GSWLALUTA",0.3125,0.505681818181818,0.119318181818182,0.9375,0.926136363636364,0.823863636363636,0.232954545454545,0.602272727272727,1.42972610626376,2.24580056768273,0.376837842363003,-0.71482058833566
"Dāvis Bertāns","NBA","F","DALWAS",0.994318181818182,0.0113636363636364,0.460227272727273,0.0681818181818182,0.0909090909090909,0.0625,0.0340909090909091,0.136363636363636,-3.93177901373432,-0.166037757133707,-0.469097166295036,0.323955357281904
"Cam Reddish","NBA","F","ATLNYKPOR",0.534090909090909,0.477272727272727,0.744318181818182,0.125,0.528409090909091,0.335227272727273,0.125,0.0170454545454545,-1.65912260978587,-0.411277155533157,0.326979255288599,-0.628270502820272
"Nassir Little","NBA","F","POR",0.619318181818182,0.386363636363636,0.375,0.335227272727273,0.0454545454545455,0.295454545454545,0.5,0.5625,-1.18019525147554,-0.894545830437249,-0.668901719625752,0.297486518602519
"Keita Bates-Diop","NBA","F","SAS",0.261363636363636,0.789772727272727,0.397727272727273,0.465909090909091,0.335227272727273,0.244318181818182,0.619318181818182,0.551136363636364,0.458977747693288,-1.2554202938027,-0.364811984790439,-0.782116004745619
