"player","class","pos","team","x3_p_s","slasher","ball_dominant","playmaker","perim_defender","rim_protector","oreb","dreb","Dim.1","Dim.2","Dim.3","Dim.4"
"Jordan Nwora","NBA","F","INDMIL",0.806818181818182,0.284090909090909,0.795454545454545,0.193181818181818,0.0681818181818182,0.0852272727272727,0.375,0.5625,-2.21687180451988,-1.4602625758285,0.314944647154448,1.02281235113992
"Lamar Stevens","NBA","F","CLE",0.153409090909091,0.772727272727273,0.375,0.164772727272727,0.613636363636364,0.585227272727273,0.602272727272727,0.431818181818182,1.05504617646326,-0.717714424120055,-0.959885793624272,-0.516407662413101
"Jonathan Kuminga","NBA","F","GSW",0.323863636363636,0.8125,0.846590909090909,0.482954545454545,0.477272727272727,0.494318181818182,0.619318181818182,0.369318181818182,0.632701988050286,-1.15127360151159,0.647611350274321,-0.526442627402556
"Stanley Johnson","NBA","F","LALSASTOR",0.465909090909091,0.482954545454545,0.181818181818182,0.869318181818182,0.801136363636364,0.607954545454545,0.267045454545455,0.335227272727273,0.336713000646667,1.84366199990014,0.209250429807624,-1.10515041548373
"Javonte Green","NBA","F","BOSCHI",0.238636363636364,0.801136363636364,0.107954545454545,0.380681818181818,0.920454545454545,0.818181818181818,0.75,0.267045454545455,1.81576474694606,0.776046607541858,-1.50328378264584,-0.988520705132868
"Jabari Smith Jr.","NBA","F","HOU",0.454545454545455,0.4375,0.659090909090909,0.0568181818181818,0.0340909090909091,0.357954545454545,0.619318181818182,0.840909090909091,-0.483881246563107,-2.04224170385658,-0.50203009402176,1.33903662732031
"Paolo Banchero","NBA","F","ORL",0.204545454545455,0.914772727272727,0.954545454545455,0.761363636363636,0.244318181818182,0.255681818181818,0.346590909090909,0.806818181818182,0.744137226990234,-1.85588938716232,2.07456455809093,-0.458668510736823
"James Johnson","NBA","F","BRKDALINDNOP",0.193181818181818,0.5625,0.369318181818182,0.875,0.818181818181818,0.897727272727273,0.375,0.431818181818182,1.5577938707754,1.49183103439397,0.51306102018388,-0.928304817053435
"Josh Jackson","NBA","F-G","DETSAC",0.357954545454545,0.607954545454545,0.903409090909091,0.613636363636364,0.375,0.443181818181818,0.267045454545455,0.426136363636364,-0.207940446289222,-0.745268197378029,1.50763097258573,-0.457522806707292
"Keegan Murray","NBA","F","SAC",0.960227272727273,0.113636363636364,0.397727272727273,0.136363636363636,0.181818181818182,0.176136363636364,0.426136363636364,0.295454545454545,-2.703872850195,-0.240521938507811,-1.00848634233213,0.679644462427622
"Jalen Smith","NBA","F","INDPHO",0.295454545454545,0.596590909090909,0.818181818181818,0.0284090909090909,0.0284090909090909,0.448863636363636,0.926136363636364,0.943181818181818,0.599641714349666,-2.84710692462444,-0.576044474915662,1.55676763406854
"Otto Porter Jr.","NBA","F","CHIGSWORLTOR",0.715909090909091,0.278409090909091,0.414772727272727,0.710227272727273,0.948863636363636,0.744318181818182,0.732954545454545,0.869318181818182,1.15211391293455,1.63734209897254,-0.0108709983758794,1.49000404200155
"Yuta Watanabe","NBA","F","BRKTOR",0.818181818181818,0.272727272727273,0.232954545454545,0.511363636363636,0.573863636363636,0.619318181818182,0.448863636363636,0.590909090909091,-0.457232348118051,1.25965264926861,-0.550470876235515,0.771859030942808
"Justise Winslow","NBA","F","LACMEMPOR",0.125,0.676136363636364,0.602272727272727,0.897727272727273,0.795454545454545,0.715909090909091,0.732954545454545,0.727272727272727,2.35217924919619,0.297320661152353,0.755419596163916,-0.272917759227919
"Andre Iguodala","NBA","F-G","GSWMIA",0.727272727272727,0.119318181818182,0.0397727272727273,0.965909090909091,0.977272727272727,0.926136363636364,0.267045454545455,0.414772727272727,0.247408779809609,3.56375584985638,-0.0594393364538919,-0.0788077101055654
"Trendon Watford","NBA","F","POR",0.136363636363636,0.892045454545455,0.494318181818182,0.903409090909091,0.363636363636364,0.403409090909091,0.607954545454545,0.767045454545455,1.60924500863017,-0.884948445860913,0.757104408916534,-0.933220486516217
"Santi Aldama","NBA","F","MEM",0.471590909090909,0.431818181818182,0.477272727272727,0.392045454545455,0.630681818181818,0.727272727272727,0.715909090909091,0.664772727272727,0.857594296443313,0.206300958679114,-0.525123023247333,0.855675040815108
"DeAndre' Bembry","NBA","F","BRKMILTOR",0.147727272727273,0.795454545454545,0.153409090909091,0.863636363636364,0.971590909090909,0.806818181818182,0.392045454545455,0.221590909090909,1.79556399403296,1.669627137679,-0.0154530055755554,-1.95729479292277
"Juancho Hernangómez","NBA","F","BOSMINSASTORUTA",0.653409090909091,0.318181818181818,0.238636363636364,0.25,0.244318181818182,0.1875,0.619318181818182,0.778409090909091,-0.863825276980061,-0.683920151956502,-1.16456502743946,0.922984644357849
"Ziaire Williams","NBA","F","MEM",0.607954545454545,0.181818181818182,0.397727272727273,0.318181818181818,0.289772727272727,0.170454545454545,0.0852272727272727,0.0170454545454545,-2.60400621585191,0.151567829363725,-0.26993275342734,-0.915174902866917
"Jeremiah Robinson-Earl","NBA","F","OKC",0.642045454545455,0.301136363636364,0.329545454545455,0.363636363636364,0.323863636363636,0.301136363636364,0.829545454545455,0.625,-0.489102008391928,-0.466789105899393,-1.19089218905988,0.735785503044859
"Markieff Morris","NBA","F","BRKDALLALMIA",0.721590909090909,0.193181818181818,0.528409090909091,0.607954545454545,0.5,0.431818181818182,0.528409090909091,0.710227272727273,-0.511868182219094,0.499444675313138,0.224533547392632,1.02869817611531
