"team_location","athlete_display_name","athlete_jersey","athlete_headshot_href"
"UTEP","Trey Horton","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5177692.png"
"UTEP","David Terrell Jr.","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5177691.png"
"UTEP","Corey Camper Jr.","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5177690.png"
"UTEP","Garrett Levesque","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4896955.png"
"UTEP","Mario Mckinney Jr.",NA,"https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"UTEP","Derick Hamilton","32","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106850.png"
"UTEP","Antwonne Holmes","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106848.png"
"UTEP","Baylor Hebb","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4585600.png"
"Pepperdine","Jalen Pitre","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105453.png"
"Pepperdine","Michael Ajayi","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176517.png"
"Pepperdine","Malik Moore","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105454.png"
"Pepperdine","Houston Mallette","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4709141.png"
"Pepperdine","Ethan Anderson","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431808.png"
"Pepperdine","Boubacar Coulibaly","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433495.png"
"Pepperdine","Curtis Williams","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176519.png"
"Pepperdine","Nils Cooper","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176518.png"
"Pepperdine","John Squire","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176520.png"
"Pepperdine","Paul Jordan","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897177.png"
"Pepperdine","Jevon Porter","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684798.png"
"Pepperdine","Martin Gumwel","34","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Pepperdine","Aladji Gassama","35","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897178.png"
"Pepperdine","David Mager","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105456.png"
"Pepperdine","Cord Stansberry","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105455.png"
"Rutgers","Mawot Mag","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4602948.png"
"Rutgers","Aundre Hyatt","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396975.png"
"Rutgers","Clifford Omoruyi","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433155.png"
"Rutgers","Jamichael Davis","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5142358.png"
"Rutgers","Noah Fernandes","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431791.png"
"Rutgers","Antwone Woolfolk","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105859.png"
"Rutgers","Oskar Palmquist","9","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4600664.png"
"Rutgers","Derek Simpson","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105858.png"
"Rutgers","Gavin Griffiths","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4884255.png"
"Rutgers","Antonio Chol","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105860.png"
"Rutgers","Emmanuel Ogbole","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174805.png"
"Rutgers","Daniel Vessey","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174806.png"
"Rutgers","Jacob Morales","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5119754.png"
"Rutgers","Aiden Terry","7","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702337.png"
"Rutgers","Jeremiah Williams","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701222.png"
"Rutgers","Zach Hayn","53","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4609531.png"
"Rutgers","Austin Williams","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4279709.png"
"Wake Forest","Zach Keller","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4896363.png"
"Wake Forest","Andrew Carr","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702743.png"
"Wake Forest","Kevin Miller","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4898283.png"
"Wake Forest","Cameron Hildreth","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4696316.png"
"Wake Forest","Hunter Sallis","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433281.png"
"Wake Forest","Vincent Ricchiuti","45","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174580.png"
"Wake Forest","Marqus Marion","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174579.png"
"Wake Forest","Owen Kmety","55","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105342.png"
"Wake Forest","Efton Reid III","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433594.png"
"Wake Forest","Matthew Marsh","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897407.png"
"Wake Forest","Will Underwood","52","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174581.png"
"Wake Forest","Kevin Dunn","51","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897410.png"
"Wake Forest","Parker Friedrichsen","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4845382.png"
"Wake Forest","Abramo Canka","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105635.png"
"Wake Forest","RJ Kennah","40","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897408.png"
"Wake Forest","Jao Ituka","31","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4896378.png"
"Wake Forest","Aaron Clark","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4895742.png"
"Wake Forest","Damari Monsanto","30","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432916.png"
"Nevada","Nick Davidson","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4699440.png"
"Nevada","Tre Coleman","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433217.png"
"Nevada","K.J. Hymes","42","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397343.png"
"Nevada","Kenan Blackshear","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592846.png"
"Nevada","Jarod Lucas","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431765.png"
"Nevada","Jeriah Coleman","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703196.png"
"Nevada","Jazz Gardner","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4685682.png"
"Nevada","Amire Robinson","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176227.png"
"Nevada","Tyler Rolison","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4845370.png"
"Nevada","Daniel Foster","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702876.png"
"Nevada","Hunter McIntosh","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592948.png"
"Nevada","John Flannigan","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107755.png"
"Nevada","Tylan Pope","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593827.png"
"Nevada","Isaac Hymes","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176228.png"
"Nevada","Snookey Wigington","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107754.png"
"Nevada","Tyler Powell","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684146.png"
"Murray State","Nick Ellington","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107703.png"
"Murray State","Brian Moore Jr.","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107895.png"
"Murray State","Shawn Walker Jr.","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897379.png"
"Murray State","JaCobi Wood","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703220.png"
"Murray State","Rob Perry","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592297.png"
"Murray State","Malek Abdelgowad","44","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176382.png"
"Murray State","Sam Murray II","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107896.png"
"Murray State","Justin Morgan","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107894.png"
"Murray State","Quincy Anderson","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107893.png"
"Murray State","John McCrear","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176380.png"
"Murray State","Alden Applewhite","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4898382.png"
"Murray State","Fletcher Boatright","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176381.png"
"Murray State","Patrick Chew","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107892.png"
"Murray State","Lawrent Rice","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4845359.png"
"Utah","Lawson Lovering","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4596528.png"
"Utah","Branden Carlson","35","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592435.png"
"Utah","Rollie Worster","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701995.png"
"Utah","Gabe Madsen","55","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432753.png"
"Utah","Cole Bajema","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431757.png"
"Utah","Ben Carlson","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433166.png"
"Utah","Keba Keita","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105647.png"
"Utah","Hunter Erickson","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701217.png"
"Utah","Ayomide Bamisile","32","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174978.png"
"Utah","Jake Wahlin","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174977.png"
"Utah","Jerry Huang","45","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174979.png"
"Utah","Jayden Teat","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174976.png"
"Utah","Luka Tarlac","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105648.png"
"Utah","Wilguens Exacte Jr.","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105646.png"
"Utah","Brandon Haddock","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592432.png"
"Utah","Deivon Smith","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433184.png"
"UCLA","Adem Bona","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105637.png"
"UCLA","Aday Mara","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174983.png"
"UCLA","Dylan Andrews","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105636.png"
"UCLA","Sebastian Mack","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711270.png"
"UCLA","Lazar Stefanovic","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4708167.png"
"UCLA","Kenneth Nwuba","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397129.png"
"UCLA","Jan Vide","27","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174984.png"
"UCLA","Brandon Williams","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174981.png"
"UCLA","Ilane Fibleuil","8","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5142322.png"
"UCLA","Will McClendon","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433275.png"
"UCLA","Berke Buyuktuncel","9","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174982.png"
"UCLA","Evan Manjikian","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105639.png"
"UCLA","Logan Cremonesi","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702456.png"
"UCLA","Devin Williams","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4685685.png"
"UCLA","Jack Seidler","30","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105640.png"
"Fresno State","Enoch Boakye","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4898110.png"
"Fresno State","Eduardo Andre","35","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702281.png"
"Fresno State","Xavier DuSell","53","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703394.png"
"Fresno State","Donavan Yap Jr.","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703386.png"
"Fresno State","Isaiah Hill","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593830.png"
"Fresno State","Pierre Geneste Jr.","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5106879.png"
"Fresno State","AJ Robinson","10","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Fresno State","Isaac Taveras","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176218.png"
"Fresno State","Jeff Sims Jr.","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5109863.png"
"Fresno State","Steven Vasquez Jr.","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897516.png"
"Fresno State","Leo Colimerio","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703241.png"
"Fresno State","Isaiah Pope","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701255.png"
"Fresno State","Jalen Weaver","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684168.png"
"Fresno State","Chase Courtney","40","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703354.png"
"Fresno State","Chuks Isitua","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433271.png"
"Fresno State","Zaylon Thomas","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176219.png"
"Saint Mary's","Joshua Jefferson","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4870564.png"
"Saint Mary's","Mitchell Saxen","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701182.png"
"Saint Mary's","Augustas Marciulionis","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897197.png"
"Saint Mary's","Aidan Mahaney","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684628.png"
"Saint Mary's","Alex Ducas","44","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432971.png"
"Saint Mary's","Mason Forbes","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397970.png"
"Saint Mary's","Harry Wessels","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105418.png"
"Saint Mary's","Jordan Ross","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711402.png"
"Saint Mary's","Luke Barrett","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701184.png"
"Saint Mary's","Jensen Bradtke","50","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176482.png"
"Saint Mary's","Kevin Gad","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105421.png"
"Saint Mary's","Andrew McKeever","45","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176481.png"
"Saint Mary's","Rory Hawke","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5123978.png"
"Saint Mary's","Cade Bennett","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105419.png"
"Saint Mary's","Chris Howell","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684163.png"
"Colorado State","Joel Scott","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176195.png"
"Colorado State","Patrick Cartier","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107564.png"
"Colorado State","Joe Palmer","20","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107566.png"
"Colorado State","Nique Clifford","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702384.png"
"Colorado State","Isaiah Stevens","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432117.png"
"Colorado State","Rashaan Mbemba","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176196.png"
"Colorado State","Taviontae Jackson","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107562.png"
"Colorado State","Kyan Evans","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5093253.png"
"Colorado State","Javonte Johnson","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683803.png"
"Colorado State","Kyle Evans","32","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107567.png"
"Colorado State","Cam Lowe","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176197.png"
"Colorado State","Luke Murphy","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107565.png"
"Colorado State","Jack Payne","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5107563.png"
"Colorado State","Jalen Lake","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4897514.png"
"Colorado State","Josiah Strong","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4398146.png"
"Ohio State","Jamison Battle","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431893.png"
"Ohio State","Felix Okpara","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105841.png"
"Ohio State","Evan Mahaffey","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105847.png"
"Ohio State","Bruce Thornton","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105837.png"
"Ohio State","Roddy Gayle Jr.","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105836.png"
"Ohio State","Zed Key","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4432401.png"
"Ohio State","Scotty Middleton","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711279.png"
"Ohio State","Dale Bonner","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4601289.png"
"Ohio State","Devin Royal","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4895776.png"
"Ohio State","Owen Spencer","44","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4703802.png"
"Ohio State","Kalen Etzler","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433608.png"
"Ohio State","Austin Parks","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4711260.png"
"Ohio State","Colby Baumann","42","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105842.png"
"Ohio State","Bowen Hardman","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105840.png"
"Ohio State","Taison Chatman","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4685646.png"
"Air Force","Beau Becker","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4903267.png"
"Air Force","Chase Beasley","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4903266.png"
"Air Force","Kellan Boylan","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5113385.png"
"Air Force","Jeffrey Mills","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4903269.png"
"Air Force","Ethan Taylor","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4903265.png"
"Air Force","Rytis Petraitis","31","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5113388.png"
"Air Force","Corbin Green","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5113386.png"
"Air Force","Byron Brown","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4905394.png"
"Air Force","Caleb Walker","10","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Luke Kearney","3","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Warren Gorman","25","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Kolby Gilles","32","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Josh Gatete","0","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Wyatt Boeker","4","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Solo Jones","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5113387.png"
"Air Force","Wesley Celichowski","51","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Lucas Moerman","35","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4903271.png"
"Air Force","Brady Ruggles","33","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Nate Robinson","40","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Sam Akinrelere","1","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Air Force","Dawson Sarblah","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5113384.png"
"Pittsburgh","Zack Austin","55","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702099.png"
"Pittsburgh","Blake Hinson","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396963.png"
"Pittsburgh","Federiko Federiko","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105412.png"
"Pittsburgh","Carlton Carrington","7","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4845374.png"
"Pittsburgh","Ishmael Leggett","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4606837.png"
"Pittsburgh","Jorge Diaz Graham","31","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105411.png"
"Pittsburgh","Guillermo Diaz Graham","25","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105410.png"
"Pittsburgh","William Jeffress","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701841.png"
"Pittsburgh","Jaland Lowe","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4684270.png"
"Pittsburgh","Jajuan Nelson","44","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174567.png"
"Pittsburgh","Benjamin Mayhew","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174566.png"
"Pittsburgh","Papa Amadou Kante","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174565.png"
"Pittsburgh","Vason Stevenson","21","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105409.png"
"Pittsburgh","Marlon Barnes Jr.","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4701543.png"
"Pittsburgh","KJ Marshall","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592363.png"
"Pittsburgh","Michael Hueitt Jr.","8","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4279094.png"
"Missouri","Aidan Shaw","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105543.png"
"Missouri","Noah Carter","35","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431923.png"
"Missouri","Tamar Bates","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683933.png"
"Missouri","Sean East II","55","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592453.png"
"Missouri","Nick Honor","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4396810.png"
"Missouri","Trent Pierce","11","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5037881.png"
"Missouri","Jordan Butler","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4683763.png"
"Missouri","Jesus Carralero Martin","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4592654.png"
"Missouri","Mabor Majak","45","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4433216.png"
"Missouri","Connor Vanover","75","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4397052.png"
"Missouri","Anthony Robinson II","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5054085.png"
"Missouri","Curt Lewis","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593474.png"
"Missouri","JV Brown","33","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174299.png"
"Missouri","Danny Stephens","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5174298.png"
"Missouri","Jackson Francois","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105542.png"
"Missouri","Kaleb Brown","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4690766.png"
"Missouri","John Tonje","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4593043.png"
"Missouri","Caleb Grill","31","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431973.png"
"Oregon State","Michael Rataj","12","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105627.png"
"Oregon State","Tyler Bilodeau","34","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105626.png"
"Oregon State","KC Ibekwe","24","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105631.png"
"Oregon State","Jordan Pope","0","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105624.png"
"Oregon State","Christian Wright","1","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4896464.png"
"Oregon State","Thomas Ndong","22","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175014.png"
"Oregon State","Jayden Stevens","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105628.png"
"Oregon State","Chol Marial","15","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431702.png"
"Oregon State","Josiah Lake II","2","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175011.png"
"Oregon State","Justin Rochelin","5","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4709142.png"
"Oregon State","Dexter Akanno","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4431877.png"
"Oregon State","Grey Garrison","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175013.png"
"Oregon State","Gavin Marrs","3","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5175012.png"
"Oregon State","DaJohn Craig","11","https://a.espncdn.com/combiner/i?img=/i/headshots/nophoto.png"
"Oregon State","Felipe Palazzo","23","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5105630.png"
"Oregon State","Nate Meithof","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4910755.png"
"Santa Clara","Johnny O'Neil","14","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4702481.png"
"Santa Clara","Francisco Caffaro","10","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5176360.png"
"Santa Clara","Christoph Tilly","13","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/5109790.png"
"Santa Clara","Adama Bal","4","https://a.espncdn.com/i/headshots/mens-college-basketball/players/full/4896365.png"
