Rk,Player,Pos,Team,Player-additional,PTS,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG%,2P%,3P%,FT%,TS%,eFG%,WS,ORtg,DRtg,OWS,DWS,WS/48,OBPM,DBPM,BPM,VORP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
446,Jarrett Culver,G,ATLMEMMIN,culveja01,354,2020-21,2022-23,21-23,81,8,974,137,346,111,234,26,112,54,95,57,133,190,63,43,16,55,114,0.396,0.474,0.232,0.568,0.456,0.434,0.1,95,113,-0.9,1,0.003,-4.9,-0.4,-5.3,-0.8,8.8,6.1,15.1,10.5,8.8,2.1,1.4,12.4,18.9
447,Dalano Banton,G-F,TOR,bantoda01,347,2021-22,2022-23,22-23,95,3,975,138,332,110,230,28,102,43,68,49,120,169,135,41,23,71,102,0.416,0.478,0.275,0.632,0.479,0.458,0.8,100,111,-0.4,1.2,0.04,-2.8,0.5,-2.4,-0.1,11.4,5.2,14.4,9.5,19.6,2.1,2.3,16.4,19
448,Omer Yurtseven,C,MIA,yurtsom01,339,2021-22,2022-23,23-24,65,12,789,146,274,142,256,4,18,43,67,93,224,317,51,19,22,45,100,0.533,0.555,0.222,0.642,0.559,0.54,2.4,113,105,0.9,1.5,0.146,-1.5,0.2,-1.3,0.1,17.3,13.6,31.8,22.8,10.2,1.2,2.9,12.9,19.7
449,Trent Forrest,G,ATLUTA,forretr01,335,2020-21,2022-23,22-24,113,9,1344,133,286,123,231,10,55,59,70,39,141,180,189,46,12,84,82,0.465,0.532,0.182,0.843,0.529,0.483,1.9,108,113,0.6,1.4,0.069,-3,1,-1.9,0,10,3.2,11.1,7.3,18.5,1.7,0.8,21,12.9
450,James Bouknight,G,CHO,bouknja01,333,2021-22,2022-23,21-22,65,0,819,118,334,68,176,50,158,47,61,30,94,124,67,21,6,47,78,0.353,0.386,0.316,0.77,0.461,0.428,-0.4,94,117,-1,0.5,-0.025,-4.7,-2,-6.7,-1,7.7,3.8,12.4,8.1,11.4,1.2,0.6,11.5,21
451,JT Thor,F,CHO,thorjt01,329,2021-22,2022-23,19-20,102,8,1231,119,293,73,143,46,150,45,67,47,148,195,55,30,34,54,92,0.406,0.51,0.307,0.672,0.51,0.485,0.5,99,116,-0.5,1,0.019,-4,-0.3,-4.4,-0.7,7.6,4,13,8.4,5.8,1.2,2.5,14.3,12.9
452,Simone Fontecchio,F,UTA,fontesi01,328,2022-23,2022-23,27,52,6,766,115,312,52,121,63,191,35,44,31,55,86,42,15,8,39,62,0.369,0.43,0.33,0.795,0.495,0.47,-0.1,101,120,-0.4,0.3,-0.004,-3,-2.1,-5.2,-0.6,8,4.4,7.7,6.1,7.5,0.9,0.9,10.5,20.2
453,Kelan Martin,F,BOSIND,martike03,328,2020-21,2021-22,25-26,65,1,772,132,309,86,174,46,135,18,23,35,98,133,38,23,19,30,71,0.427,0.494,0.341,0.783,0.514,0.502,0.5,103,115,0,0.5,0.031,-2,-1.1,-3.1,-0.2,11.3,5,14,9.4,7,1.4,2.1,8.6,19.3
454,J.J. Redick,G,DALNOP,redicjj01,327,2020-21,2020-21,36,44,0,723,106,267,40,89,66,178,49,52,4,60,64,51,11,3,36,50,0.397,0.449,0.371,0.942,0.564,0.521,0.7,109,118,0.4,0.3,0.045,-1.4,-2.1,-3.5,-0.3,9.9,0.6,9,4.8,9.7,0.7,0.4,11,19.2
455,Solomon Hill,F,ATL,hillso01,325,2020-21,2021-22,29-30,84,17,1652,110,318,40,93,70,225,35,46,48,189,237,87,54,13,43,132,0.346,0.43,0.311,0.761,0.48,0.456,1.2,103,115,0,1.3,0.036,-3.1,0.6,-2.6,-0.2,6.4,3.2,12.3,7.9,6.7,1.6,0.7,11.3,10
456,Aron Baynes,C,TOR,baynear01,324,2020-21,2020-21,34,53,31,980,134,304,107,201,27,103,29,41,87,186,273,47,17,23,46,119,0.441,0.532,0.262,0.707,0.503,0.485,1,104,113,0.1,0.9,0.049,-3.4,-1.1,-4.5,-0.6,10.5,9.4,21.7,15.3,7,0.8,2.3,12.5,16.2
457,Joshua Primo,G,SAS,primojo01,316,2021-22,2022-23,19-20,54,16,1058,110,296,65,147,45,149,51,68,34,92,126,99,21,25,68,87,0.372,0.442,0.302,0.75,0.485,0.448,-0.1,95,116,-0.8,0.7,-0.006,-3.9,-1.2,-5.1,-0.8,7.1,3.3,9.3,6.3,11.8,1,2,17.3,15.7
458,Willie Cauley-Stein,F-C,DALPHI,caulewi01,314,2020-21,2021-22,27-28,73,18,1089,131,217,129,204,2,13,50,80,79,197,276,45,27,46,36,148,0.604,0.632,0.154,0.625,0.623,0.608,3,124,110,1.6,1.4,0.134,-2.5,0.9,-1.6,0.1,13.3,8.1,19.8,14,5.7,1.2,3.9,12.5,11.7
459,Damyean Dotson,G,CLENYK,dotsoda01,312,2020-21,2021-22,26-27,48,7,928,121,297,75,137,46,160,24,36,5,90,95,92,16,4,42,42,0.407,0.547,0.288,0.667,0.499,0.485,0,99,118,-0.4,0.3,-0.001,-3.4,-1.4,-4.8,-0.7,8,0.6,11.1,5.7,14.9,0.9,0.4,11.8,16.7
460,Jake Layman,F,MIN,laymaja01,312,2020-21,2021-22,26-27,79,12,858,121,257,90,144,31,113,39,55,19,84,103,37,36,24,36,56,0.471,0.625,0.274,0.709,0.555,0.531,0.8,105,114,0.1,0.7,0.044,-2.5,0,-2.5,-0.1,10.7,2.3,10.9,6.5,6.1,2,2.5,11.3,15.5
461,Miles McBride,G,NYK,mcbrimi01,311,2021-22,2022-23,21-22,104,4,1132,109,323,52,121,57,202,36,54,17,75,92,113,51,9,30,105,0.337,0.43,0.282,0.667,0.448,0.426,1,103,114,-0.1,1.1,0.042,-4.3,1.3,-3,-0.3,7.6,1.6,7.3,4.4,13.6,2.2,0.8,8,14.4
462,Brandon Williams,G,POR,willibr03,309,2021-22,2021-22,22,24,16,640,105,282,74,176,31,106,68,97,19,55,74,94,24,10,58,52,0.372,0.42,0.292,0.701,0.476,0.427,-0.5,96,118,-0.7,0.2,-0.037,-2.6,-3.1,-5.7,-0.6,11,3.1,9.8,6.4,23.1,1.8,1.5,15.2,25.9
463,Daishen Nix,G,HOU,nixda01,303,2021-22,2022-23,19-20,81,7,1175,108,304,61,138,47,166,40,66,25,106,131,172,46,7,112,80,0.355,0.442,0.283,0.606,0.455,0.433,-1.4,89,120,-1.8,0.4,-0.055,-5.1,-1.4,-6.5,-1.3,5.9,2.3,10,6.1,19.7,1.9,0.6,25.2,15.8
464,Ignas Brazdeikis,F,NYKORLPHI,brazdig01,301,2020-21,2021-22,22-23,55,1,785,116,271,78,156,38,115,31,46,34,83,117,54,14,6,29,70,0.428,0.5,0.33,0.674,0.517,0.498,0.5,104,116,0.1,0.4,0.033,-2.9,-1.8,-4.6,-0.5,10,4.5,11.3,7.8,10.7,0.9,0.7,9.1,17.7
465,Admiral Schofield,G-F,ORL,schofad01,301,2021-22,2022-23,24-25,75,1,920,109,251,59,98,50,153,33,38,40,111,151,56,12,10,37,119,0.434,0.602,0.327,0.868,0.562,0.534,1.1,110,116,0.5,0.6,0.057,-3.3,-0.9,-4.2,-0.5,8.8,4.8,13.1,8.9,8.7,0.6,1,12.1,14.3
466,Matt Thomas,G,CHITORUTA,thomama02,300,2020-21,2021-22,26-27,85,0,785,105,261,43,90,62,171,28,34,10,84,94,39,12,3,22,36,0.402,0.478,0.363,0.824,0.544,0.521,0.8,108,116,0.3,0.4,0.047,-1.8,-1.7,-3.4,-0.3,9.6,1.4,11.8,6.6,7,0.7,0.3,7.4,16.6
467,Sekou Doumbouya,F,DETLAL,doumbse01,299,2020-21,2021-22,20-21,58,11,885,112,290,85,173,27,117,48,68,41,108,149,47,27,11,46,95,0.386,0.491,0.231,0.706,0.467,0.433,-0.1,93,114,-0.9,0.8,-0.007,-5.2,-1.1,-6.3,-0.9,7.5,5.1,13.7,9.4,7.9,1.5,1.1,12.6,18.1
468,Davon Reed,G,DENLAL,reedda01,298,2021-22,2022-23,26-27,91,6,1010,109,245,55,113,54,132,26,39,24,143,167,76,39,13,36,102,0.445,0.487,0.409,0.667,0.568,0.555,1.7,112,112,0.6,1.1,0.08,-2.2,0.2,-2,0,10.1,2.8,15.5,9.3,9.9,1.9,1.2,12.1,12.9
469,Skylar Mays,G,ATLPOR,mayssk01,296,2020-21,2022-23,23-25,67,11,678,110,230,76,139,34,91,42,47,17,62,79,97,27,3,29,35,0.478,0.547,0.374,0.894,0.59,0.552,1.7,123,117,1.3,0.4,0.123,0.6,-0.6,0.1,0.4,15.9,2.8,10.1,6.5,21.2,2,0.4,10.4,18
470,Bruno Fernando,F,ATLBOSHOU,fernabr01,292,2020-21,2022-23,22-24,102,4,783,113,211,112,203,1,8,65,96,88,182,270,48,11,48,60,121,0.536,0.552,0.125,0.677,0.577,0.538,1.3,110,113,0.4,0.9,0.078,-3.3,0.3,-2.9,-0.2,14.5,12.3,25.4,18.9,8.7,0.7,5.8,19.2,16.9
471,Michael Carter-Williams,G,ORL,cartemi01,291,2020-21,2022-23,29-31,35,25,844,111,284,95,220,16,64,53,87,40,104,144,136,26,18,73,86,0.391,0.432,0.25,0.609,0.451,0.419,-0.5,93,115,-1.1,0.7,-0.026,-4.6,-0.3,-4.9,-0.6,9.4,4.8,13.3,8.9,24.2,1.5,1.9,18.5,20.2
472,Jaylin Williams,F,OKC,willija07,288,2022-23,2022-23,20,49,36,914,102,234,56,121,46,113,38,54,44,197,241,76,28,12,37,111,0.436,0.463,0.407,0.704,0.559,0.534,1.9,115,112,0.7,1.2,0.099,-2.3,0.6,-1.7,0.1,11.2,5.1,23.6,14.1,10.7,1.5,1.2,12.6,13.5
473,Eugene Omoruyi,F,DALDETOKC,omorueu01,285,2021-22,2022-23,24-25,44,6,663,103,233,77,142,26,91,53,79,45,73,118,30,28,3,34,93,0.442,0.542,0.286,0.671,0.532,0.498,0.6,107,117,0.1,0.5,0.046,-3.3,-0.9,-4.2,-0.4,11.1,7.2,12.3,9.7,6.6,2,0.4,11.3,19.2
474,Justin Jackson,G-F,BOSMILOKCPHO,jacksju01,280,2020-21,2022-23,25-27,64,3,721,101,263,57,117,44,146,34,41,19,82,101,63,19,6,35,42,0.384,0.487,0.301,0.829,0.498,0.468,0.3,100,115,-0.2,0.5,0.02,-2.6,-0.8,-3.4,-0.3,9.7,2.8,12,7.4,13,1.3,0.7,11.1,18.7
475,Haywood Highsmith,F,MIA,highsha01,279,2021-22,2022-23,25-26,73,12,1132,109,262,63,125,46,137,15,33,67,147,214,49,38,20,48,95,0.416,0.504,0.336,0.455,0.504,0.504,1.1,101,112,-0.4,1.4,0.045,-3.7,0.4,-3.3,-0.4,8.3,6.7,15.6,11,6,1.7,1.8,14.8,12.7
476,Dylan Windler,G-F,CLE,windldy01,276,2020-21,2022-23,24-26,84,0,982,96,231,48,82,48,149,36,45,41,155,196,68,34,15,49,84,0.416,0.585,0.322,0.8,0.55,0.519,1.3,106,111,0.2,1.1,0.064,-2.4,0.7,-1.7,0.1,9.9,4.6,17.7,11.1,9.7,1.7,1.4,16.3,13.4
477,Usman Garuba,F,HOU,garubus01,273,2021-22,2022-23,19-20,99,3,1210,105,221,76,142,29,79,34,54,141,249,390,81,54,40,53,163,0.475,0.535,0.367,0.63,0.558,0.541,2.4,119,114,1.1,1.2,0.093,-1.9,0.7,-1.3,0.2,12.9,12.7,22.9,17.7,8.9,2.2,3.2,17.8,10.2
478,Charles Bassey,C,PHISAS,bassech01,268,2021-22,2022-23,21-22,58,2,676,117,182,114,170,3,12,31,49,97,158,255,54,21,50,49,106,0.643,0.671,0.25,0.633,0.658,0.651,2.1,122,112,1.2,0.9,0.147,-0.6,1.5,0.8,0.5,19.5,15.4,26.3,20.7,11.3,1.5,6.3,19.4,15.8
479,Jericho Sims,F,NYK,simsje01,268,2021-22,2022-23,23-24,93,21,1367,122,161,122,160,0,1,24,45,160,251,411,46,26,50,47,162,0.758,0.763,0,0.533,0.741,0.758,4.1,140,112,2.4,1.7,0.143,-1.8,0.7,-1,0.3,12.9,12.6,20.2,16.4,4.6,0.9,3.5,20.6,7.2
480,MarJon Beauchamp,G,MIL,beaucma01,266,2022-23,2022-23,22,52,11,701,96,243,49,101,47,142,27,37,38,77,115,35,21,7,45,71,0.395,0.485,0.331,0.73,0.513,0.492,0.4,99,113,-0.4,0.8,0.027,-4.1,-0.6,-4.8,-0.5,8.2,5.9,11,8.5,6.7,1.4,0.8,14.8,18.3
481,Chasson Randle,G,ORL,randlch01,266,2020-21,2020-21,27,41,5,837,92,237,48,107,44,130,38,48,7,75,82,74,22,5,46,64,0.388,0.449,0.338,0.792,0.515,0.481,0,98,117,-0.4,0.4,-0.001,-4.8,-1.1,-5.9,-0.8,7.4,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7
482,Marc Gasol,C,LAL,gasolma01,262,2020-21,2020-21,36,52,42,993,88,194,38,72,50,122,36,50,38,177,215,109,26,58,53,115,0.454,0.528,0.41,0.72,0.606,0.582,2.8,115,105,0.8,1.9,0.133,-1.4,3.7,2.3,1.1,12.2,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8
483,Greg Brown III,F,POR,browngr01,253,2021-22,2022-23,20-21,64,6,733,92,218,72,150,20,68,49,77,40,114,154,38,30,29,42,103,0.422,0.48,0.294,0.636,0.502,0.468,0.2,99,114,-0.3,0.6,0.016,-4.6,-0.6,-5.2,-0.6,10.4,5.8,17.8,11.6,7.6,2,3.8,14.3,17.4
484,Bryce McGowens,G-F,CHO,mcgowbr01,246,2022-23,2022-23,20,46,7,787,80,202,54,122,26,80,60,80,20,73,93,54,15,6,43,48,0.396,0.443,0.325,0.75,0.519,0.46,0.1,100,119,-0.4,0.4,0.005,-4.6,-1.4,-6,-0.8,7.2,2.7,10.1,6.3,9.1,0.9,0.7,15.3,15
485,Markus Howard,G,DEN,howarma02,231,2020-21,2021-22,21-22,68,1,381,79,207,33,72,46,135,27,32,3,30,33,25,13,1,25,40,0.382,0.458,0.341,0.844,0.522,0.493,0,98,115,-0.3,0.3,0.001,-2.6,-2.6,-5.2,-0.3,10.9,0.9,8.8,4.9,9.7,1.7,0.3,10.2,28.3
486,Dyson Daniels,G,NOP,daniedy01,227,2022-23,2022-23,19,59,11,1042,87,208,60,122,27,86,26,40,36,152,188,134,43,11,57,99,0.418,0.492,0.314,0.65,0.503,0.483,1.3,105,112,-0.1,1.4,0.061,-3.4,1.6,-1.8,0,8.8,3.9,16.5,10.2,16.4,2,1,20.2,11.6
487,Tyler Johnson,G,BRKPHISAS,johnsty01,227,2020-21,2021-22,28-29,45,3,775,78,203,25,58,53,145,18,21,9,80,89,54,17,3,19,50,0.384,0.431,0.366,0.857,0.535,0.515,0.8,110,117,0.4,0.4,0.047,-2.6,-0.8,-3.4,-0.3,8.1,1.3,10.9,6.3,8.8,1.1,0.3,8.2,13
488,Tyler Cook,F,BRKCHIDET,cookty01,223,2020-21,2021-22,23-24,52,3,638,92,141,91,139,1,2,38,67,44,104,148,20,12,6,28,63,0.652,0.655,0.5,0.567,0.654,0.656,1.4,120,114,0.8,0.5,0.102,-2.4,-0.9,-3.4,-0.2,12.9,7.7,18.3,13,4.7,0.9,0.8,14.1,13.6
489,Vit Krejci,G,ATLOKC,krejcvi01,223,2021-22,2022-23,21-22,59,8,855,83,204,46,85,37,119,20,24,24,103,127,74,24,9,34,82,0.407,0.541,0.311,0.833,0.52,0.498,0.7,105,115,0.1,0.6,0.042,-4.3,-0.7,-4.9,-0.6,8.3,2.9,12.7,7.7,12,1.4,1,13.7,12.5
490,Udoka Azubuike,C,UTA,azubuud01,221,2020-21,2022-23,21-23,68,10,611,100,130,100,130,0,0,21,41,53,150,203,11,8,30,33,68,0.769,0.769,,0.512,0.746,0.769,1.8,127,111,1,0.8,0.14,-1.8,0.6,-1.2,0.1,16,9.6,26.1,18,2.5,0.6,4.2,18.2,12.6
491,Gary Clark,F,DENNOPORLPHI,clarkga01,220,2020-21,2021-22,26-27,77,12,1032,73,220,14,42,59,178,15,20,56,149,205,49,26,14,27,55,0.332,0.333,0.331,0.75,0.481,0.466,0.8,104,115,0.1,0.7,0.039,-2.6,-0.5,-3.1,-0.3,8,5.6,15.9,10.6,6.4,1.2,1.3,10.6,10.7
492,Jaylen Hoard,F,OKC,hoardja01,219,2020-21,2021-22,21-22,26,5,560,88,178,79,142,9,36,34,55,51,98,149,41,19,10,25,33,0.494,0.556,0.25,0.618,0.542,0.52,1.1,112,112,0.5,0.6,0.091,-0.8,-1.1,-1.8,0,15.3,9.3,18.3,13.7,11.4,1.6,1.6,11,17.4
493,Jabari Walker,F,POR,walkeja01,216,2022-23,2022-23,20,56,0,619,83,198,67,142,16,56,34,45,48,83,131,34,10,13,29,69,0.419,0.472,0.286,0.756,0.496,0.46,0.2,104,120,-0.1,0.3,0.015,-3.9,-2.1,-6.1,-0.6,9.6,8.8,15.5,12.2,7.8,0.8,1.9,11.8,17.3
494,KZ Okpala,F,MIASAC,okpalkz01,215,2020-21,2022-23,21-23,93,12,939,82,203,54,106,28,97,23,34,39,104,143,46,21,25,27,123,0.404,0.509,0.289,0.676,0.493,0.473,0.9,104,113,0,0.9,0.048,-5.1,0.1,-4.9,-0.7,6.8,4.8,12.5,8.7,6.6,1.1,2.7,11,11.6
495,Mike Scott,F,PHI,scottmi01,213,2020-21,2020-21,32,51,12,852,76,211,23,56,53,155,8,12,11,109,120,40,24,14,19,72,0.36,0.411,0.342,0.667,0.492,0.486,1,101,110,-0.1,1.1,0.058,-3.2,0.3,-2.8,-0.2,6.8,1.4,13.8,7.8,6.1,1.4,1.5,8.1,11.9
496,D.J. Wilson,F,HOUMILTOR,wilsodj01,213,2020-21,2021-22,24-25,39,2,487,79,183,49,94,30,89,25,35,21,107,128,28,16,17,24,50,0.432,0.521,0.337,0.714,0.537,0.514,0.7,104,111,0.1,0.6,0.065,-2.2,-0.2,-2.4,0,13.3,4.5,24.1,14,8.7,1.6,3.1,10.8,19.4
497,Isaiah Thomas,G,CHODALLALNOP,thomais02,207,2020-21,2021-22,31-32,25,1,381,76,194,45,99,31,95,24,28,5,28,33,39,8,5,21,37,0.392,0.455,0.326,0.857,0.502,0.472,0,100,117,-0.2,0.2,0,-2.6,-2.9,-5.6,-0.3,10.8,1.4,7.9,4.6,15.6,1,1.2,9.2,25.4
498,Langston Galloway,G,BRKMILPHO,gallola01,204,2020-21,2021-22,29-30,47,0,545,72,173,34,72,38,101,22,23,10,50,60,38,9,0,19,32,0.416,0.472,0.376,0.957,0.557,0.526,0.7,109,116,0.3,0.4,0.058,-1.7,-1,-2.6,-0.1,9.8,2.1,10,6.1,9.1,0.8,0,9.4,16.4
499,Jared Butler,G,OKCUTA,butleja02,198,2021-22,2022-23,21-22,48,2,437,76,183,41,81,35,102,11,16,6,43,49,71,22,8,38,52,0.415,0.506,0.343,0.688,0.521,0.511,0.5,103,110,0,0.6,0.058,-2.3,0.5,-1.8,0,12.2,1.5,10.4,6.1,24,2.5,1.6,16.7,22.6
500,Patrick Patterson,F,LAC,pattepa01,197,2020-21,2020-21,31,38,5,582,72,165,32,53,40,112,13,17,19,56,75,29,14,8,11,45,0.436,0.604,0.357,0.765,0.571,0.558,1.2,119,113,0.7,0.5,0.101,-0.4,-0.1,-0.6,0.2,10.9,3.8,10.5,7.2,6.7,1.2,1.2,6,14
501,Mason Jones,G,HOULALPHI,jonesma05,195,2020-21,2021-22,22-23,36,1,385,59,138,34,68,25,70,52,79,8,57,65,46,9,1,30,32,0.428,0.5,0.357,0.658,0.564,0.518,0.4,107,116,0.2,0.2,0.051,-1.4,-1,-2.4,0,12.9,2.2,16.4,9,17.9,1.1,0.2,14.8,22.4
502,Abdel Nader,F,PHO,naderab01,194,2020-21,2021-22,27-28,38,0,500,69,151,47,94,22,57,34,47,11,78,89,26,18,13,30,54,0.457,0.5,0.386,0.723,0.565,0.53,0.7,102,109,0,0.7,0.065,-2.8,1.3,-1.5,0.1,10.9,2.5,17.1,9.9,6.9,1.8,2.3,14.9,17.8
503,Ousmane Dieng,F,OKC,diengou01,193,2022-23,2022-23,19,39,1,569,76,181,50,83,26,98,15,23,19,86,105,46,14,7,26,42,0.42,0.602,0.265,0.652,0.505,0.492,0.4,103,115,-0.1,0.6,0.038,-3.1,-0.5,-3.6,-0.2,9.3,3.5,16.5,9.9,10.7,1.2,1.1,12,15.9
504,Caleb Houstan,G-F,ORL,houstca01,193,2022-23,2022-23,20,51,4,812,66,182,20,46,46,136,15,18,34,65,99,30,12,7,18,63,0.363,0.435,0.338,0.833,0.508,0.489,0.7,108,118,0.1,0.5,0.039,-3.1,-0.9,-4,-0.4,6.2,4.7,9.1,6.9,4.9,0.7,0.8,8.7,11
505,Luka Šamanić,F,SASUTA,samanlu01,191,2020-21,2022-23,21-23,40,8,469,73,162,53,88,20,74,25,42,16,82,98,30,14,10,30,60,0.451,0.602,0.27,0.595,0.529,0.512,0.2,99,113,-0.2,0.5,0.025,-3.8,-0.1,-3.9,-0.2,10.2,3.6,18.9,11.2,9,1.4,1.8,14.3,19.3
506,David Duke Jr.,G,BRK,dukeda01,189,2021-22,2022-23,22-23,45,7,569,75,186,65,137,10,49,29,38,41,55,96,38,24,8,27,67,0.403,0.474,0.204,0.763,0.466,0.43,0.3,100,114,-0.2,0.5,0.025,-4.3,-0.9,-5.2,-0.5,9.4,8.1,10.4,9.3,9.2,2.1,1.2,11.8,17.6
507,Olivier Sarr,C,OKC,sarrol01,189,2021-22,2022-23,22-23,31,3,535,73,131,59,94,14,37,29,36,46,78,124,23,7,20,26,69,0.557,0.628,0.378,0.806,0.644,0.611,1.2,121,114,0.8,0.5,0.112,-3,-1.2,-4.2,-0.3,13.5,8.8,15.4,12,6.4,0.6,3.5,15,13.9
508,Blake Wesley,G,SAS,weslebl01,184,2022-23,2022-23,19,37,1,669,69,215,49,163,20,52,26,44,11,70,81,99,25,5,65,67,0.321,0.301,0.385,0.591,0.393,0.367,-1.6,80,120,-1.9,0.3,-0.114,-7.9,-1.8,-9.6,-1.3,3.5,1.7,11.9,6.6,18.8,1.8,0.6,21.7,18.5
509,Christian Koloko,C,TOR,kolokch01,182,2022-23,2022-23,22,58,19,802,72,150,71,138,1,12,37,59,84,87,171,31,21,57,20,128,0.48,0.514,0.083,0.627,0.517,0.483,1.7,119,113,0.7,1,0.104,-4.3,0.8,-3.5,-0.3,11.4,11.1,13.3,12.1,5,1.3,6.9,10.2,10.4
510,Alfonzo McKinnie,F,CHILAL,mckinal01,181,2020-21,2021-22,28-29,56,3,464,72,154,47,88,25,66,12,26,35,52,87,11,9,3,12,52,0.468,0.534,0.379,0.462,0.547,0.549,0.8,111,113,0.3,0.4,0.08,-2.3,-1.9,-4.2,-0.3,11.1,8.5,12.5,10.5,3.4,0.9,0.6,6.8,16.7
511,Keifer Sykes,G,IND,sykeske01,180,2021-22,2021-22,28,32,11,566,69,190,42,100,27,90,15,17,8,37,45,62,12,4,33,51,0.363,0.42,0.3,0.882,0.456,0.434,-0.5,94,120,-0.5,0.1,-0.04,-4.4,-2.4,-6.9,-0.7,5.9,1.5,7.4,4.4,14.9,1,0.6,14.3,17.4
512,Kai Jones,F-C,CHO,joneska01,179,2021-22,2022-23,21-22,67,0,613,76,134,71,113,5,21,22,34,40,94,134,19,18,32,37,73,0.567,0.628,0.238,0.647,0.601,0.586,0.7,105,113,0,0.7,0.056,-4.8,0.5,-4.3,-0.4,10.6,6.8,16.7,11.6,4.2,1.4,4.5,19.9,12.8
513,Ryan Arcidiacono,G,CHINYKPOR,arcidry01,178,2020-21,2022-23,26-28,74,4,698,64,166,27,67,37,99,13,20,5,85,90,83,15,0,20,69,0.386,0.403,0.374,0.65,0.509,0.497,0.8,110,116,0.3,0.5,0.055,-4,-0.2,-4.1,-0.4,7.7,0.8,13.5,7.2,15.5,1,0,10.3,12.1
514,Killian Tillie,F,MEM,tilliki02,175,2020-21,2021-22,22-23,54,4,643,62,184,25,65,37,119,14,19,27,57,84,30,28,23,15,78,0.337,0.385,0.311,0.737,0.455,0.438,0.8,102,110,-0.1,0.8,0.057,-3.7,0.7,-3,-0.2,7.9,4.3,9.5,6.9,5.8,2.1,3.2,7.2,13.3
515,Reggie Perry,F-C,BRKINDPOR,perryre01,170,2020-21,2021-22,20-21,36,1,398,72,157,65,120,7,37,19,28,42,78,120,26,15,12,26,73,0.459,0.542,0.189,0.679,0.502,0.481,0.4,103,112,0,0.4,0.048,-4.2,-1.2,-5.5,-0.3,13.1,11.9,21.3,16.6,9.9,1.8,2.8,13.3,21.3
516,Marquese Chriss,F,DALGSW,chrisma01,167,2020-21,2021-22,23-24,36,0,373,67,148,58,118,9,30,24,37,36,80,116,19,13,14,19,67,0.453,0.492,0.3,0.649,0.508,0.483,0.8,105,105,0.1,0.7,0.098,-3.7,0,-3.6,-0.2,14.6,10.7,23.7,17.2,8,1.8,3.4,10.4,22
517,Julian Champagnie,F,PHISAS,champju02,165,2022-23,2022-23,21,17,3,320,59,130,26,48,33,82,14,17,10,50,60,10,6,5,11,26,0.454,0.542,0.402,0.824,0.6,0.581,0.4,115,121,0.3,0.1,0.061,-0.6,-2.7,-3.3,-0.1,13.4,3.3,17.7,10.2,4.5,0.9,1.3,7.4,19.2
518,Johnny Davis,G,WAS,davisjo06,163,2022-23,2022-23,20,28,5,423,66,171,49,101,17,70,14,27,10,55,65,28,10,8,17,48,0.386,0.485,0.243,0.519,0.446,0.436,-0.3,92,117,-0.6,0.3,-0.033,-5.8,-1.7,-7.4,-0.6,7.2,2.7,13.9,8.5,9.2,1.2,1.6,8.5,20.5
519,Kyle Guy,G,MIASAC,guyky01,161,2020-21,2021-22,23-24,50,0,421,55,153,28,67,27,86,24,32,9,43,52,49,13,1,24,32,0.359,0.418,0.314,0.75,0.482,0.448,0.1,99,116,-0.2,0.3,0.007,-3.4,-1.3,-4.8,-0.3,9,2.4,11.5,6.9,15.9,1.5,0.3,12.6,19.8
520,Mamadi Diakite,F,CLEMILOKC,diakima01,157,2020-21,2022-23,24-26,49,6,505,65,137,57,103,8,34,19,27,33,90,123,18,16,24,22,75,0.474,0.553,0.235,0.704,0.527,0.504,0.8,105,109,0,0.8,0.076,-4.8,1.1,-3.7,-0.2,10.9,7,19,13,4.7,1.5,4.3,12.9,14.7
521,Elijah Hughes,F,PORUTA,hugheel01,157,2020-21,2021-22,22-23,54,4,498,57,174,24,56,33,118,10,13,7,60,67,28,15,9,23,40,0.328,0.429,0.28,0.769,0.437,0.422,-0.4,88,115,-0.7,0.3,-0.039,-4.7,-1.7,-6.4,-0.5,5.8,1.5,13.3,7.4,8,1.5,1.7,11.3,17.6
522,Chris Chiozza,G,BRKGSW,chiozch01,155,2020-21,2021-22,25-26,56,2,604,55,169,25,74,30,95,15,20,12,48,60,130,20,6,48,51,0.325,0.338,0.316,0.75,0.436,0.414,0.3,98,112,-0.3,0.6,0.022,-3.6,-0.4,-4,-0.3,7.7,2.3,8.4,5.4,28,1.6,0.9,21.3,16.3
523,A.J. Green,G,MIL,greenaj01,154,2022-23,2022-23,23,35,1,345,53,125,9,20,44,105,4,4,6,39,45,22,6,0,9,31,0.424,0.45,0.419,1,0.607,0.6,0.8,121,115,0.5,0.3,0.111,-0.3,-0.6,-0.9,0.1,11.5,1.9,11.3,6.8,8.7,0.8,0,6.6,16.6
