"school","logo","type","color","alt_color","wordmark","g","w","l","w_l_percent","srs","sos","offense_mp","offense_fg","offense_fga","offense_fg_percent","offense_x3p","offense_x3pa","offense_x3p_percent","offense_ft","offense_fta","offense_ft_percent","offense_orb","offense_trb","offense_ast","offense_stl","offense_blk","offense_tov","offense_pf","defense_mp","defense_fg","defense_fga","defense_fg_percent","defense_x3p","defense_x3pa","defense_x3p_percent","defense_ft","defense_fta","defense_ft_percent","defense_orb","defense_trb","defense_ast","defense_stl","defense_blk","defense_tov","defense_pf","offense_pace","offense_o_rtg","offense_f_tr","offense_x3p_ar","offense_ts_percent","offense_trb_percent","offense_ast_percent","offense_stl_percent","offense_blk_percent","offense_e_fg_percent","offense_tov_percent","offense_orb_percent","offense_ft_fga","defense_pace","defense_o_rtg","defense_f_tr","defense_x3p_ar","defense_ts_percent","defense_trb_percent","defense_ast_percent","defense_stl_percent","defense_blk_percent","defense_e_fg_percent","defense_tov_percent","defense_orb_percent","defense_ft_fga","offense_x2p_percent","offense_drb_percent"
"Miami","http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png","P5","#004325","#f0f0f0","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/2537_miami_wordmark.png",37,29,8,0.784,13.98,6.84,1485,1058,2205,0.48,278,755,0.368,531,677,0.784,384,1285,535,270,115,411,527,1485,991,2214,0.448,285,852,0.335,394,532,0.741,364,1188,539,218,125,463,565,68.9,114.3,0.307,0.342,0.579,52,50.6,10.5,8.4,0.543,14,31.8,0.241,68.9,103.9,0.24,0.385,0.539,48,54.4,8.5,8.6,0.512,15.8,28.8,0.178,0.537931034482759,71.2
"Michigan State","http://a.espncdn.com/i/teamlogos/ncaa/500/127.png","P5","#18453B","#ffffff","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/michigan_state_spartans_logo_wordmark_2010_sportslogosnet-9157.png",34,21,13,0.618,14.25,11.25,1380,879,1944,0.452,252,642,0.393,401,528,0.759,307,1213,497,160,102,370,557,1380,834,1968,0.424,245,757,0.324,396,550,0.72,305,1110,447,193,117,333,556,65.4,106.8,0.272,0.33,0.549,52.2,56.5,7.1,8.4,0.517,14.4,27.6,0.206,65.4,102.3,0.279,0.385,0.518,47.8,53.6,8.5,9,0.486,13,25.2,0.201,0.481566820276498,74.8
"Oregon","http://a.espncdn.com/i/teamlogos/ncaa/500/2483.png","P5","#044520","#fee123","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/oregon_ducks_wordmark.png",36,21,15,0.583,13.83,9.5,1445,916,2043,0.448,256,799,0.32,454,653,0.695,397,1354,477,201,175,440,529,1445,866,2119,0.409,265,787,0.337,389,507,0.767,343,1165,441,219,89,395,627,66.5,105.7,0.32,0.391,0.54,53.8,52.1,8.4,13.1,0.511,15.8,32.6,0.222,66.5,99.3,0.239,0.371,0.506,46.2,50.9,9.1,7.2,0.471,14.3,26.4,0.184,0.530546623794212,73.6
"Purdue","http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png","P5","#B89D29","#a4a9ad","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/purdue_boilermakers_logo_wordmark_20121876.png",35,29,6,0.829,18.23,8.31,1405,884,1936,0.457,239,743,0.322,536,720,0.744,430,1354,542,166,129,388,479,1405,842,2024,0.416,225,717,0.314,287,389,0.738,284,975,432,215,103,348,660,64.2,112.8,0.372,0.384,0.558,58.1,61.3,7.4,9.9,0.518,14.6,38.4,0.277,64.2,97.4,0.192,0.354,0.497,41.9,51.3,9.5,8.6,0.472,13.6,23.5,0.142,0.540653813914501,76.5
"San Diego State","http://a.espncdn.com/i/teamlogos/ncaa/500/21.png","G5","#BF2C37","#a8996e","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/san_diego_state_aztecs_logo_wordmark_20135405.png",39,32,7,0.821,15.81,8.92,1570,986,2251,0.438,271,778,0.348,532,737,0.722,426,1416,504,262,151,452,634,1570,878,2146,0.409,243,857,0.284,476,633,0.752,345,1255,413,243,116,503,697,66.6,106.1,0.327,0.346,0.533,53,51.1,10,11.7,0.498,14.8,31.9,0.236,66.6,94.6,0.295,0.399,0.506,47,47,9.3,7.9,0.466,17.1,25.8,0.222,0.48540393754243,74.2
"Tennessee","http://a.espncdn.com/i/teamlogos/ncaa/500/2633.png","P5","#EE9627","#ffffff","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/tennessee_volunteers_logo_wordmark_20052034.png",36,25,11,0.694,20.84,7.98,1445,908,2097,0.433,276,840,0.329,455,643,0.708,464,1382,601,297,130,431,596,1445,707,1895,0.373,210,792,0.265,460,640,0.719,337,1147,356,236,104,528,639,65.9,107,0.307,0.401,0.53,54.6,66.2,12.5,11.8,0.499,15.2,36.4,0.217,65.9,87.6,0.338,0.418,0.474,45.4,50.4,9.9,8.3,0.428,19.4,26.9,0.243,0.502784407319014,73.1
"Texas","http://a.espncdn.com/i/teamlogos/ncaa/500/251.png","P5","#EE7524","#f0f0f0","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/texas_longhorns_logo_wordmark_2000_sportslogosnet-1899.png",38,29,9,0.763,20.56,10.43,1535,1083,2289,0.473,274,790,0.347,523,699,0.748,366,1296,614,299,136,439,663,1535,906,2132,0.425,240,741,0.324,526,719,0.732,380,1307,421,220,120,595,663,70.1,110.1,0.305,0.345,0.565,49.8,56.7,11.1,9.8,0.533,14.3,28.3,0.228,70.1,95.8,0.337,0.348,0.521,50.2,46.5,8.2,8,0.481,19.4,29,0.247,0.539693128752502,71
"Texas A&M","http://a.espncdn.com/i/teamlogos/ncaa/500/245.png","P5","#5C0025","#ffffff","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/2346_texas_a&m_aggies-wordmark-2001.png",35,25,10,0.714,13.76,7.42,1400,835,1932,0.432,217,666,0.326,662,872,0.759,435,1288,439,235,82,430,637,1400,783,1924,0.407,290,880,0.33,471,667,0.706,373,1122,462,251,140,490,699,67.1,108.5,0.451,0.345,0.543,53.4,52.6,10,7.9,0.488,15.5,36.7,0.343,67.1,99,0.347,0.457,0.519,46.6,59,10.7,11.1,0.482,17.9,30.4,0.245,0.488151658767773,69.6
"UCLA","http://a.espncdn.com/i/teamlogos/ncaa/500/26.png","P5","#005C8E","#ffc72c","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/ucla_bruins_logo_wordmark_2017_sportslogosnet-6926.png",37,31,6,0.838,22.11,8.66,1480,1033,2245,0.46,227,651,0.349,450,616,0.731,418,1307,538,310,142,371,573,1480,812,1992,0.408,240,772,0.311,381,547,0.697,350,1198,415,171,99,580,608,67.2,110.3,0.274,0.29,0.54,52.2,52.1,12.5,11.6,0.511,12.8,33,0.2,67.2,90.3,0.275,0.388,0.498,47.8,51.1,6.9,6.2,0.468,20.5,28.2,0.191,0.50564617314931,71.8
"Virginia","http://a.espncdn.com/i/teamlogos/ncaa/500/258.png","P5","#00204e","#002d62","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/8905_virginia_cavaliers-wordmark-2020.png",33,25,8,0.758,13.28,5.98,1325,793,1765,0.449,220,629,0.35,431,613,0.703,273,1064,519,225,142,282,471,1325,712,1717,0.415,234,687,0.341,338,452,0.748,262,1055,377,159,123,403,536,62.5,108.1,0.347,0.356,0.544,50.2,65.4,10.9,13.8,0.512,12.1,25.6,0.244,62.5,96.5,0.263,0.4,0.517,49.8,52.9,7.7,10.8,0.483,17.3,24.9,0.197,0.504401408450704,75.1
"Creighton","https://a.espncdn.com/i/teamlogos/ncaa/500/156.png","hoopR","#13299e","#00235d","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/creighton_bluejays_logo_wordmark_2013_sportslogosnet-3256.png",37,24,13,0.649,17.83,9.8,1490,1014,2164,0.469,319,902,0.354,481,614,0.783,306,1369,581,185,152,429,486,1490,983,2332,0.422,231,688,0.336,334,460,0.726,326,1230,439,217,103,358,590,69.3,109.6,0.284,0.417,0.576,52.7,57.3,7.2,9.2,0.542,14.9,25.3,0.222,69.3,98.1,0.197,0.295,0.496,47.3,44.7,8.4,8.2,0.471,12.3,23.5,0.143,0.550713153724247,76.5
"Gonzaga","https://a.espncdn.com/i/teamlogos/ncaa/500/2250.png","hoopR","#002967","#cfd4d8","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/gonzaga_bulldogs_logo_wordmark_20114028.png",37,31,6,0.838,18.99,8.04,1485,1188,2282,0.521,279,737,0.379,532,768,0.693,383,1376,602,268,127,397,613,1485,993,2246,0.442,306,877,0.349,423,577,0.733,334,1171,458,193,89,489,700,71.9,119.5,0.337,0.323,0.602,54,50.7,10,9.3,0.582,13,31.4,0.233,71.9,101.8,0.257,0.39,0.539,46,46.1,7.2,5.8,0.51,16.3,25.2,0.188,0.588349514563107,74.8
"Marquette","https://a.espncdn.com/i/teamlogos/ncaa/500/269.png","hoopR","#083963","#ffffff","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/marquette_golden_eagles_logo_wordmark_20057580.png",36,29,7,0.806,17.07,8.01,1460,1056,2174,0.486,322,912,0.353,422,588,0.718,317,1146,624,330,108,386,582,1460,919,2067,0.445,269,776,0.347,423,602,0.703,385,1276,534,204,119,570,550,69.3,112.9,0.27,0.42,0.582,47.3,59.1,13,8.4,0.56,13.6,26.2,0.194,69.3,100,0.291,0.375,0.538,52.7,58.1,8.1,9.4,0.51,19.5,31.7,0.205,0.58161648177496,68.3
"Saint Mary's","https://a.espncdn.com/i/teamlogos/ncaa/500/2608.png","hoopR","#003768","#d02f35","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/4154_saint_marys_gaels-wordmark-2007.png",35,27,8,0.771,17.41,7.18,1415,888,1952,0.455,263,720,0.365,434,625,0.694,371,1236,436,239,122,373,579,1415,753,1806,0.417,191,577,0.331,408,549,0.743,242,1000,280,166,128,436,596,63.8,109.6,0.32,0.369,0.55,55.3,49.1,10.6,9.9,0.522,14.2,32.9,0.222,63.8,93.3,0.304,0.319,0.509,44.7,37.2,7.4,10.4,0.47,17.4,21.9,0.226,0.507305194805195,78.1
"Connecticut","https://a.espncdn.com/i/teamlogos/ncaa/500/41.png","hoopR","#001d40","#f1f2f3","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/uconn_huskies_logo_alternate_20132910.png",39,31,8,0.795,22.95,8.51,1560,1082,2333,0.464,353,973,0.363,547,719,0.761,507,1534,684,245,190,503,692,1560,856,2145,0.399,194,653,0.297,595,810,0.735,361,1173,357,258,105,493,662,68.4,114.9,0.308,0.417,0.573,56.7,63.2,9.2,12.7,0.539,15.8,38.4,0.234,68.4,93.8,0.378,0.304,0.494,43.3,41.7,9.7,7.7,0.444,16.3,26,0.277,0.536029411764706,74
"Xavier","https://a.espncdn.com/i/teamlogos/ncaa/500/2752.png","hoopR","#002144","#9ea2a2","https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/wordmarks/5542_xavier_musketeers-wordmark-2008.png",37,27,10,0.73,16.03,9.16,1485,1109,2256,0.492,274,703,0.39,503,708,0.71,380,1396,705,236,120,459,593,1485,1012,2285,0.443,274,765,0.358,443,618,0.717,339,1195,542,258,143,434,654,72,112.1,0.314,0.312,0.578,53.9,63.6,8.8,7.9,0.552,15,30.7,0.223,72,102.6,0.27,0.335,0.532,46.1,53.6,9.7,9.2,0.503,14.4,25,0.194,0.537669027688345,75
