"on_court","stint_start_s","stint_end_s","g_date","opp","team"
"JAMALSHEAD",2400,2257,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",2400,2257,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",2400,2257,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",2400,2257,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",2400,2257,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",2257,2218,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",2257,2218,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",2257,2218,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",2257,2218,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",2257,2218,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",2218,2021,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",2218,2021,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",2218,2021,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",2218,2021,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",2218,2021,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",2021,1959,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",2021,1959,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",2021,1959,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",2021,1959,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",2021,1959,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1959,1911,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",1959,1911,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",1959,1911,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",1959,1911,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",1959,1911,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1911,1863,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",1911,1863,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",1911,1863,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",1911,1863,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",1911,1863,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1863,1809,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",1863,1809,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",1863,1809,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",1863,1809,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",1863,1809,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",1809,1775,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",1809,1775,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",1809,1775,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",1809,1775,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",1809,1775,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",1775,1631,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",1775,1631,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1775,1631,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",1775,1631,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",1775,1631,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1631,1595,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",1631,1595,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1631,1595,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",1631,1595,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",1631,1595,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1595,1565,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",1595,1565,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1595,1565,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",1595,1565,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",1595,1565,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1565,1458,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",1565,1458,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1565,1458,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",1565,1458,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",1565,1458,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1458,1256,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",1458,1256,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",1458,1256,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",1458,1256,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1458,1256,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1256,1238,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",1256,1238,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1256,1238,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",1256,1238,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",1256,1238,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1238,1218,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",1238,1218,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1238,1218,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",1238,1218,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",1238,1218,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1218,1204,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",1218,1204,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1218,1204,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",1218,1204,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",1218,1204,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1204,1200,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",1204,1200,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",1204,1200,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1204,1200,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",1204,1200,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",1200,1009,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",1200,1009,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",1200,1009,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1200,1009,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1200,1009,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",1009,975,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",1009,975,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",1009,975,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",1009,975,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",1009,975,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",975,955,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",975,955,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",975,955,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",975,955,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",975,955,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",955,804,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",955,804,"11-07-2022","Northern Colo.","Houston"
"TRAMONMARK",955,804,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",955,804,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",955,804,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",804,735,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",804,735,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",804,735,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",804,735,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",804,735,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",735,613,"11-07-2022","Northern Colo.","Houston"
"JWANROBERTS",735,613,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",735,613,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",735,613,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",735,613,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",613,571,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",613,571,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",613,571,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",613,571,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",613,571,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",571,480,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",571,480,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",571,480,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",571,480,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",571,480,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",480,461,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",480,461,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",480,461,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",480,461,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",480,461,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",461,394,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",461,394,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",461,394,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",461,394,"11-07-2022","Northern Colo.","Houston"
"EMANUELSHARP",461,394,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",394,335,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",394,335,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",394,335,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",394,335,"11-07-2022","Northern Colo.","Houston"
"EMANUELSHARP",394,335,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",335,300,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",335,300,"11-07-2022","Northern Colo.","Houston"
"REGGIECHANEY",335,300,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",335,300,"11-07-2022","Northern Colo.","Houston"
"EMANUELSHARP",335,300,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",300,291,"11-07-2022","Northern Colo.","Houston"
"JARACEWALKER",300,291,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",300,291,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",300,291,"11-07-2022","Northern Colo.","Houston"
"EMANUELSHARP",300,291,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",291,250,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",291,250,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",291,250,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",291,250,"11-07-2022","Northern Colo.","Houston"
"EMANUELSHARP",291,250,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",250,214,"11-07-2022","Northern Colo.","Houston"
"JAMALSHEAD",250,214,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",250,214,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",250,214,"11-07-2022","Northern Colo.","Houston"
"EMANUELSHARP",250,214,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",214,172,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",214,172,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",214,172,"11-07-2022","Northern Colo.","Houston"
"EMANUELSHARP",214,172,"11-07-2022","Northern Colo.","Houston"
"RYANELVIN",214,172,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",172,160,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",172,160,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",172,160,"11-07-2022","Northern Colo.","Houston"
"EMANUELSHARP",172,160,"11-07-2022","Northern Colo.","Houston"
"RYANELVIN",172,160,"11-07-2022","Northern Colo.","Houston"
"JAVIERFRANCIS",160,0,"11-07-2022","Northern Colo.","Houston"
"RAMONWALKER",160,0,"11-07-2022","Northern Colo.","Houston"
"TERRANCEARCENEAUX",160,0,"11-07-2022","Northern Colo.","Houston"
"EMANUELSHARP",160,0,"11-07-2022","Northern Colo.","Houston"
"RYANELVIN",160,0,"11-07-2022","Northern Colo.","Houston"
"MARCUSSASSER",2400,2156,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",2400,2156,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",2400,2156,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",2400,2156,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",2400,2156,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",2156,2130,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",2156,2130,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",2156,2130,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",2156,2130,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",2156,2130,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",2130,1990,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",2130,1990,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",2130,1990,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",2130,1990,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",2130,1990,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1990,1978,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1990,1978,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",1990,1978,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1990,1978,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1990,1978,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1978,1919,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1978,1919,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1978,1919,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1978,1919,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1978,1919,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1919,1897,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1919,1897,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1919,1897,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1919,1897,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1919,1897,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1897,1871,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1897,1871,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1897,1871,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1897,1871,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1897,1871,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1871,1787,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1871,1787,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1871,1787,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1871,1787,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1871,1787,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1787,1713,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1787,1713,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1787,1713,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",1787,1713,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1787,1713,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1713,1627,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1713,1627,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1713,1627,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",1713,1627,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1713,1627,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1627,1601,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1627,1601,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",1627,1601,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1627,1601,"11-11-2022","Saint Joseph's","Houston"
"JAVIERFRANCIS",1627,1601,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1601,1592,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1601,1592,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1601,1592,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",1601,1592,"11-11-2022","Saint Joseph's","Houston"
"JAVIERFRANCIS",1601,1592,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1592,1521,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1592,1521,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1592,1521,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",1592,1521,"11-11-2022","Saint Joseph's","Houston"
"JAVIERFRANCIS",1592,1521,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1521,1489,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1521,1489,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1521,1489,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1521,1489,"11-11-2022","Saint Joseph's","Houston"
"JAVIERFRANCIS",1521,1489,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1489,1394,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1489,1394,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1489,1394,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1489,1394,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1489,1394,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1394,1345,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1394,1345,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1394,1345,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1394,1345,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1394,1345,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1345,1241,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1345,1241,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1345,1241,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1345,1241,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1345,1241,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1241,1240,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1241,1240,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1241,1240,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1241,1240,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1241,1240,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1240,1222,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1240,1222,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1240,1222,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1240,1222,"11-11-2022","Saint Joseph's","Houston"
"EMANUELSHARP",1240,1222,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1222,1206,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1222,1206,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1222,1206,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1222,1206,"11-11-2022","Saint Joseph's","Houston"
"EMANUELSHARP",1222,1206,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1206,1200,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1206,1200,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1206,1200,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",1206,1200,"11-11-2022","Saint Joseph's","Houston"
"TERRANCEARCENEAUX",1206,1200,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",1200,1136,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1200,1136,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1200,1136,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1200,1136,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1200,1136,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1136,1023,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1136,1023,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1136,1023,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1136,1023,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1136,1023,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",1023,974,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",1023,974,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",1023,974,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",1023,974,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",1023,974,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",974,954,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",974,954,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",974,954,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",974,954,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",974,954,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",954,853,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",954,853,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",954,853,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",954,853,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",954,853,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",853,852,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",853,852,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",853,852,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",853,852,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",853,852,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",852,801,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",852,801,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",852,801,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",852,801,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",852,801,"11-11-2022","Saint Joseph's","Houston"
"REGGIECHANEY",801,670,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",801,670,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",801,670,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",801,670,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",801,670,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",670,584,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",670,584,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",670,584,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",670,584,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",670,584,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",584,553,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",584,553,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",584,553,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",584,553,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",584,553,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",553,453,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",553,453,"11-11-2022","Saint Joseph's","Houston"
"RAMONWALKER",553,453,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",553,453,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",553,453,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",453,0,"11-11-2022","Saint Joseph's","Houston"
"JARACEWALKER",453,0,"11-11-2022","Saint Joseph's","Houston"
"JAMALSHEAD",453,0,"11-11-2022","Saint Joseph's","Houston"
"MARCUSSASSER",453,0,"11-11-2022","Saint Joseph's","Houston"
"JWANROBERTS",453,0,"11-11-2022","Saint Joseph's","Houston"
"TRAMONMARK",2400,2188,"11-14-2022","Oral Roberts","Houston"
"JAMALSHEAD",2400,2188,"11-14-2022","Oral Roberts","Houston"
"MARCUSSASSER",2400,2188,"11-14-2022","Oral Roberts","Houston"
"JWANROBERTS",2400,2188,"11-14-2022","Oral Roberts","Houston"
"JARACEWALKER",2400,2188,"11-14-2022","Oral Roberts","Houston"
"TRAMONMARK",2188,2178,"11-14-2022","Oral Roberts","Houston"
"JAMALSHEAD",2188,2178,"11-14-2022","Oral Roberts","Houston"
"MARCUSSASSER",2188,2178,"11-14-2022","Oral Roberts","Houston"
"JARACEWALKER",2188,2178,"11-14-2022","Oral Roberts","Houston"
"REGGIECHANEY",2188,2178,"11-14-2022","Oral Roberts","Houston"
"TRAMONMARK",2178,2145,"11-14-2022","Oral Roberts","Houston"
"JAMALSHEAD",2178,2145,"11-14-2022","Oral Roberts","Houston"
"MARCUSSASSER",2178,2145,"11-14-2022","Oral Roberts","Houston"
"JWANROBERTS",2178,2145,"11-14-2022","Oral Roberts","Houston"
"REGGIECHANEY",2178,2145,"11-14-2022","Oral Roberts","Houston"
"TRAMONMARK",2145,2106,"11-14-2022","Oral Roberts","Houston"
"JAMALSHEAD",2145,2106,"11-14-2022","Oral Roberts","Houston"
"MARCUSSASSER",2145,2106,"11-14-2022","Oral Roberts","Houston"
"JWANROBERTS",2145,2106,"11-14-2022","Oral Roberts","Houston"
"REGGIECHANEY",2145,2106,"11-14-2022","Oral Roberts","Houston"
"TRAMONMARK",2106,2054,"11-14-2022","Oral Roberts","Houston"
"JAMALSHEAD",2106,2054,"11-14-2022","Oral Roberts","Houston"
"MARCUSSASSER",2106,2054,"11-14-2022","Oral Roberts","Houston"
"REGGIECHANEY",2106,2054,"11-14-2022","Oral Roberts","Houston"
"RAMONWALKER",2106,2054,"11-14-2022","Oral Roberts","Houston"
"TRAMONMARK",2054,2016,"11-14-2022","Oral Roberts","Houston"
"JAMALSHEAD",2054,2016,"11-14-2022","Oral Roberts","Houston"
"MARCUSSASSER",2054,2016,"11-14-2022","Oral Roberts","Houston"
"REGGIECHANEY",2054,2016,"11-14-2022","Oral Roberts","Houston"
"RAMONWALKER",2054,2016,"11-14-2022","Oral Roberts","Houston"
